Day;Configuracion;NOperations;SOperations;TotalOperations;ConfigNorm
2019-04-08 02:00:00;NORTE;4;0;4;1
2019-04-08 02:44:00;NORTE;2;0;2;1
2019-04-08 03:00:00;NORTE;3;0;3;1
2019-04-08 03:30:00;NORTE;5;0;5;1
2019-04-08 04:00:00;NORTE;8;0;8;1
2019-04-08 04:30:00;NORTE;7;0;7;1
2019-04-08 04:52:00;NORTE;3;0;3;1
2019-04-08 05:00:00;NORTE;12;0;12;1
2019-04-08 05:21:00;NORTE;7;0;7;1
2019-04-08 05:30:00;NORTE;21;0;21;1
2019-04-08 05:46:00;NORTE;14;0;14;1
2019-04-08 06:00:00;NORTE;24;0;24;1
2019-04-08 06:30:00;NORTE;28;0;28;1
2019-04-08 07:00:00;NORTE;34;0;34;1
2019-04-08 07:30:00;NORTE;32;0;32;1
2019-04-08 08:00:00;CONFLICTIVA;18;7;25;2
2019-04-08 08:30:00;SUR;0;39;39;1
2019-04-08 09:00:00;SUR;0;25;25;1
2019-04-08 09:30:00;SUR;0;31;31;1
2019-04-08 10:00:00;SUR;0;31;31;1
2019-04-08 10:30:00;SUR;0;29;29;1
2019-04-08 11:00:00;SUR;0;28;28;1
2019-04-08 11:30:00;SUR;0;25;25;1
2019-04-08 12:00:00;NORTE;22;0;22;1
2019-04-08 12:30:00;NORTE;28;0;28;1
2019-04-08 13:00:00;NORTE;39;0;39;1
2019-04-08 13:30:00;NORTE;35;0;35;1
2019-04-08 14:00:00;NORTE;32;0;32;1
2019-04-08 14:30:00;NORTE;34;0;34;1
2019-04-08 15:00:00;NORTE;30;0;30;1
2019-04-08 15:30:00;NORTE;19;0;19;1
2019-04-08 16:00:00;NORTE;24;0;24;1
2019-04-08 16:30:00;NORTE;30;0;30;1
2019-04-08 17:00:00;NORTE;26;0;26;1
2019-04-08 17:30:00;NORTE;28;0;28;1
2019-04-08 18:00:00;NORTE;36;0;36;1
2019-04-08 18:30:00;NORTE;31;0;31;1
2019-04-08 19:00:00;NORTE;29;0;29;1
2019-04-08 19:30:00;NORTE;30;0;30;1
2019-04-08 20:00:00;NORTE;31;0;31;1
2019-04-08 20:30:00;NORTE;18;0;18;1
2019-04-08 21:00:00;NORTE;19;0;19;1
2019-04-08 21:30:00;NORTE;11;0;11;1
2019-04-08 22:00:00;NORTE;15;0;15;1
2019-04-08 22:30:00;NORTE;4;0;4;1
2019-04-08 23:00:00;NORTE;3;0;3;1
2019-04-08 23:30:00;NORTE;1;0;1;1
2019-04-09 01:00:00;NORTE;1;0;1;1
2019-04-09 01:30:00;NORTE;2;0;2;1
2019-04-09 02:00:00;NORTE;9;0;9;1
2019-04-09 02:30:00;NORTE;1;0;1;1
2019-04-09 03:00:00;NORTE;2;0;2;1
2019-04-09 03:30:00;NORTE;8;0;8;1
2019-04-09 04:00:00;NORTE;7;0;7;1
2019-04-09 04:30:00;NORTE;13;0;13;1
2019-04-09 05:00:00;NORTE;27;0;27;1
2019-04-09 05:30:00;NORTE;37;0;37;1
2019-04-09 06:00:00;NORTE;20;0;20;1
2019-04-09 06:30:00;NORTE;25;0;25;1
2019-04-09 07:00:00;NORTE;32;0;32;1
2019-04-09 07:30:00;NORTE;25;0;25;1
2019-04-09 08:00:00;NORTE;34;0;34;1
2019-04-09 08:30:00;NORTE;34;0;34;1
2019-04-09 09:00:00;CONFLICTIVA;24;3;27;2
2019-04-09 09:30:00;SUR;0;34;34;1
2019-04-09 10:00:00;SUR;0;35;35;1
2019-04-09 10:30:00;SUR;0;31;31;1
2019-04-09 11:00:00;SUR;0;27;27;1
2019-04-09 11:30:00;SUR;0;30;30;1
2019-04-09 12:00:00;SUR;0;25;25;1
2019-04-09 12:30:00;SUR;0;27;27;1
2019-04-09 13:00:00;SUR;0;15;15;1
2019-04-09 13:18:00;CONFLICTIVA;1;4;5;2
2019-04-09 13:30:00;NORTE;33;0;33;1
2019-04-09 14:00:00;NORTE;40;0;40;1
2019-04-09 14:30:00;NORTE;29;0;29;1
2019-04-09 15:00:00;NORTE;34;0;34;1
2019-04-09 15:30:00;NORTE;19;0;19;1
2019-04-09 16:00:00;NORTE;24;0;24;1
2019-04-09 16:30:00;NORTE;33;0;33;1
2019-04-09 17:00:00;NORTE;30;0;30;1
2019-04-09 17:30:00;NORTE;24;0;24;1
2019-04-09 18:00:00;NORTE;38;0;38;1
2019-04-09 18:30:00;NORTE;31;0;31;1
2019-04-09 19:00:00;NORTE;23;0;23;1
2019-04-09 19:30:00;NORTE;31;0;31;1
2019-04-09 20:00:00;NORTE;28;0;28;1
2019-04-09 20:30:00;NORTE;29;0;29;1
2019-04-09 21:00:00;NORTE;17;0;17;1
2019-04-09 21:30:00;NORTE;15;0;15;1
2019-04-09 22:00:00;NORTE;13;0;13;1
2019-04-09 22:30:00;NORTE;4;0;4;1
2019-04-09 23:00:00;NORTE;4;0;4;1
2019-04-10 00:00:00;NORTE;1;0;1;1
2019-04-10 00:30:00;NORTE;2;0;2;1
2019-04-10 01:30:00;NORTE;1;0;1;1
2019-04-10 02:00:00;NORTE;3;0;3;1
2019-04-10 02:30:00;NORTE;3;0;3;1
2019-04-10 03:00:00;NORTE;1;0;1;1
2019-04-10 03:30:00;NORTE;11;0;11;1
2019-04-10 04:00:00;NORTE;9;0;9;1
2019-04-10 04:30:00;NORTE;12;0;12;1
2019-04-10 05:00:00;NORTE;21;0;21;1
2019-04-10 05:30:00;NORTE;38;0;38;1
2019-04-10 06:00:00;NORTE;22;0;22;1
2019-04-10 06:30:00;NORTE;26;0;26;1
2019-04-10 07:00:00;NORTE;39;0;39;1
2019-04-10 07:30:00;NORTE;26;0;26;1
2019-04-10 08:00:00;NORTE;28;0;28;1
2019-04-10 08:30:00;NORTE;36;0;36;1
2019-04-10 09:00:00;NORTE;26;0;26;1
2019-04-10 09:30:00;NORTE;33;0;33;1
2019-04-10 10:00:00;NORTE;36;0;36;1
2019-04-10 10:30:00;NORTE;31;0;31;1
2019-04-10 11:00:00;NORTE;30;0;30;1
2019-04-10 11:30:00;NORTE;26;0;26;1
2019-04-10 12:00:00;NORTE;26;0;26;1
2019-04-10 12:30:00;NORTE;30;0;30;1
2019-04-10 13:00:00;NORTE;40;0;40;1
2019-04-10 13:30:00;NORTE;30;0;30;1
2019-04-10 14:00:00;NORTE;36;0;36;1
2019-04-10 14:30:00;NORTE;35;0;35;1
2019-04-10 15:00:00;NORTE;25;0;25;1
2019-04-10 15:30:00;NORTE;23;0;23;1
2019-04-10 16:00:00;NORTE;16;0;16;1
2019-04-10 16:30:00;NORTE;25;0;25;1
2019-04-10 17:00:00;NORTE;26;0;26;1
2019-04-10 17:30:00;NORTE;32;0;32;1
2019-04-10 18:00:00;NORTE;40;0;40;1
2019-04-10 18:30:00;NORTE;35;0;35;1
2019-04-10 19:00:00;NORTE;33;0;33;1
2019-04-10 19:30:00;NORTE;25;0;25;1
2019-04-10 20:00:00;NORTE;34;0;34;1
2019-04-10 20:30:00;NORTE;29;0;29;1
2019-04-10 21:00:00;NORTE;15;0;15;1
2019-04-10 21:30:00;NORTE;11;0;11;1
2019-04-10 22:00:00;NORTE;10;0;10;1
2019-04-11 08:00:00;NORTE;29;0;29;1
2019-04-11 08:30:00;NORTE;32;0;32;1
2019-04-11 09:00:00;NORTE;21;0;21;1
2019-04-11 09:30:00;NORTE;33;0;33;1
2019-04-11 10:00:00;NORTE;30;0;30;1
2019-04-11 10:30:00;NORTE;28;0;28;1
2019-04-11 11:00:00;NORTE;31;0;31;1
2019-04-11 11:30:00;NORTE;25;0;25;1
2019-04-11 12:00:00;NORTE;23;0;23;1
2019-04-11 12:30:00;NORTE;32;0;32;1
2019-04-11 13:00:00;NORTE;42;0;42;1
2019-04-11 13:30:00;NORTE;25;0;25;1
2019-04-11 14:00:00;NORTE;40;0;40;1
2019-04-11 14:30:00;NORTE;38;0;38;1
2019-04-11 15:00:00;NORTE;24;0;24;1
2019-04-11 15:30:00;NORTE;21;0;21;1
2019-04-11 16:00:00;NORTE;19;0;19;1
2019-04-11 16:30:00;NORTE;25;0;25;1
2019-04-11 17:00:00;NORTE;29;0;29;1
2019-04-11 17:30:00;NORTE;26;0;26;1
2019-04-11 18:00:00;NORTE;37;0;37;1
2019-04-11 18:30:00;NORTE;34;0;34;1
2019-04-11 19:00:00;NORTE;31;0;31;1
2019-04-11 19:30:00;NORTE;28;0;28;1
2019-04-11 20:00:00;NORTE;29;0;29;1
2019-04-11 20:30:00;NORTE;27;0;27;1
2019-04-11 21:00:00;NORTE;13;0;13;1
2019-04-11 21:30:00;NORTE;17;0;17;1
2019-04-11 22:00:00;NORTE;10;0;10;1
2019-04-11 22:30:00;NORTE;5;0;5;1
2019-04-11 23:00:00;NORTE;1;0;1;1
2019-04-11 23:30:00;NORTE;1;0;1;1
2019-04-12 00:00:00;NORTE;1;0;1;1
2019-04-12 00:30:00;NORTE;3;0;3;1
2019-04-12 01:30:00;NORTE;2;0;2;1
2019-04-12 02:00:00;NORTE;3;0;3;1
2019-04-12 02:30:00;NORTE;3;0;3;1
2019-04-12 03:00:00;NORTE;7;0;7;1
2019-04-12 03:30:00;NORTE;9;0;9;1
2019-04-12 04:00:00;NORTE;12;0;12;1
2019-04-12 04:30:00;NORTE;10;0;10;1
2019-04-12 05:00:00;NORTE;17;0;17;1
2019-04-12 05:30:00;NORTE;35;0;35;1
2019-04-12 06:00:00;NORTE;32;0;32;1
2019-04-12 06:30:00;NORTE;24;0;24;1
2019-04-12 07:00:00;NORTE;41;0;41;1
2019-04-12 07:30:00;NORTE;26;0;26;1
2019-04-12 08:00:00;NORTE;34;0;34;1
2019-04-12 08:30:00;NORTE;36;0;36;1
2019-04-12 09:00:00;NORTE;20;0;20;1
2019-04-12 09:30:00;NORTE;35;0;35;1
2019-04-12 10:00:00;NORTE;38;0;38;1
2019-04-12 10:30:00;NORTE;32;0;32;1
2019-04-12 11:00:00;NORTE;30;0;30;1
2019-04-12 11:30:00;NORTE;28;0;28;1
2019-04-12 12:00:00;NORTE;27;0;27;1
2019-04-12 12:30:00;NORTE;36;0;36;1
2019-04-12 13:00:00;NORTE;32;0;32;1
2019-04-12 13:30:00;NORTE;31;0;31;1
2019-04-12 14:00:00;NORTE;37;0;37;1
2019-04-12 14:30:00;NORTE;31;0;31;1
2019-04-12 15:00:00;NORTE;30;0;30;1
2019-04-12 15:30:00;NORTE;26;0;26;1
2019-04-12 16:00:00;NORTE;23;0;23;1
2019-04-12 16:30:00;NORTE;35;0;35;1
2019-04-12 17:00:00;NORTE;30;0;30;1
2019-04-12 17:30:00;NORTE;24;0;24;1
2019-04-12 18:00:00;NORTE;37;0;37;1
2019-04-12 18:30:00;NORTE;25;0;25;1
2019-04-12 19:00:00;NORTE;36;0;36;1
2019-04-12 19:30:00;NORTE;34;0;34;1
2019-04-12 20:00:00;NORTE;28;0;28;1
2019-04-12 20:30:00;NORTE;26;0;26;1
2019-04-12 21:00:00;NORTE;22;0;22;1
2019-04-12 21:30:00;NORTE;19;0;19;1
2019-04-12 22:00:00;NORTE;13;0;13;1
2019-04-12 22:30:00;NORTE;10;0;10;1
2019-04-13 00:00:00;NORTE;5;0;5;1
2019-04-13 01:00:00;NORTE;2;0;2;1
2019-04-13 01:30:00;NORTE;1;0;1;1
2019-04-13 02:00:00;NORTE;4;0;4;1
2019-04-13 02:30:00;NORTE;4;0;4;1
2019-04-13 03:00:00;NORTE;1;0;1;1
2019-04-13 03:30:00;NORTE;6;0;6;1
2019-04-13 04:00:00;NORTE;12;0;12;1
2019-04-13 04:30:00;NORTE;9;0;9;1
2019-04-13 05:00:00;NORTE;21;0;21;1
2019-04-13 05:30:00;NORTE;31;0;31;1
2019-04-13 06:00:00;NORTE;21;0;21;1
2019-04-13 06:30:00;NORTE;21;0;21;1
2019-04-13 07:00:00;NORTE;43;0;43;1
2019-04-13 07:30:00;NORTE;28;0;28;1
2019-04-13 08:00:00;NORTE;29;0;29;1
2019-04-13 08:30:00;NORTE;39;0;39;1
2019-04-13 09:00:00;NORTE;21;0;21;1
2019-04-13 09:30:00;NORTE;35;0;35;1
2019-04-13 10:00:00;NORTE;27;0;27;1
2019-04-13 10:30:00;NORTE;39;0;39;1
2019-04-13 11:00:00;NORTE;32;0;32;1
2019-04-13 11:30:00;NORTE;17;0;17;1
2019-04-13 12:00:00;NORTE;20;0;20;1
2019-04-13 12:30:00;NORTE;32;0;32;1
2019-04-13 13:00:00;NORTE;35;0;35;1
2019-04-13 13:30:00;NORTE;30;0;30;1
2019-04-13 14:00:00;NORTE;35;0;35;1
2019-04-13 14:30:00;NORTE;31;0;31;1
2019-04-13 15:00:00;NORTE;25;0;25;1
2019-04-13 15:30:00;NORTE;21;0;21;1
2019-04-13 16:00:00;NORTE;19;0;19;1
2019-04-13 16:30:00;NORTE;27;0;27;1
2019-04-13 17:00:00;NORTE;13;0;13;1
2019-04-13 17:30:00;NORTE;18;0;18;1
2019-04-13 18:00:00;NORTE;41;0;41;1
2019-04-13 18:30:00;NORTE;23;0;23;1
2019-04-13 19:00:00;NORTE;28;0;28;1
2019-04-13 19:30:00;NORTE;25;0;25;1
2019-04-13 20:00:00;NORTE;27;0;27;1
2019-04-13 20:30:00;NORTE;17;0;17;1
2019-04-13 21:00:00;NORTE;10;0;10;1
2019-04-13 21:30:00;NORTE;11;0;11;1
2019-04-13 22:00:00;NORTE;11;0;11;1
2019-04-13 22:30:00;NORTE;7;0;7;1
2019-04-13 23:00:00;NORTE;4;0;4;1
2019-04-13 23:30:00;NORTE;2;0;2;1
2019-04-14 00:00:00;NORTE;1;0;1;1
2019-04-14 00:30:00;NORTE;3;0;3;1
2019-04-14 01:00:00;NORTE;2;0;2;1
2019-04-14 01:30:00;NORTE;1;0;1;1
2019-04-14 02:00:00;NORTE;2;0;2;1
2019-04-14 02:30:00;NORTE;3;0;3;1
2019-04-14 03:00:00;NORTE;3;0;3;1
2019-04-14 03:30:00;NORTE;3;0;3;1
2019-04-14 04:00:00;NORTE;10;0;10;1
2019-04-14 04:30:00;NORTE;7;0;7;1
2019-04-14 05:00:00;NORTE;16;0;16;1
2019-04-14 05:30:00;NORTE;28;0;28;1
2019-04-14 06:00:00;NORTE;15;0;15;1
2019-04-14 06:30:00;NORTE;25;0;25;1
2019-04-14 07:00:00;NORTE;31;0;31;1
2019-04-14 07:30:00;NORTE;24;0;24;1
2019-04-14 08:00:00;NORTE;33;0;33;1
2019-04-14 08:30:00;NORTE;41;0;41;1
2019-04-14 09:00:00;NORTE;25;0;25;1
2019-04-14 09:30:00;NORTE;26;0;26;1
2019-04-14 10:00:00;NORTE;37;0;37;1
2019-04-14 10:30:00;NORTE;33;0;33;1
2019-04-14 11:00:00;NORTE;28;0;28;1
2019-04-14 11:30:00;NORTE;28;0;28;1
2019-04-14 12:00:00;NORTE;31;0;31;1
2019-04-14 12:30:00;NORTE;32;0;32;1
2019-04-14 13:00:00;NORTE;35;0;35;1
2019-04-14 13:30:00;CONFLICTIVA;17;6;23;2
2019-04-14 14:00:00;SUR;0;42;42;1
2019-04-14 14:30:00;SUR;0;33;33;1
2019-04-14 15:00:00;SUR;0;24;24;1
2019-04-14 15:30:00;SUR;0;19;19;1
2019-04-14 16:00:00;SUR;0;18;18;1
2019-04-14 16:30:00;SUR;0;31;31;1
2019-04-14 17:00:00;SUR;0;27;27;1
2019-04-14 17:30:00;SUR;0;24;24;1
2019-04-14 18:00:00;SUR;0;37;37;1
2019-04-14 18:30:00;SUR;0;35;35;1
2019-04-14 19:00:00;SUR;0;34;34;1
2019-04-14 19:30:00;SUR;0;29;29;1
2019-04-14 20:00:00;CONFLICTIVA;25;4;29;2
2019-04-14 20:30:00;NORTE;35;0;35;1
2019-04-14 21:00:00;NORTE;15;0;15;1
2019-04-14 21:30:00;NORTE;14;0;14;1
2019-04-14 22:00:00;NORTE;13;0;13;1
2019-04-14 22:30:00;NORTE;8;0;8;1
2019-04-14 23:00:00;NORTE;4;0;4;1
2019-04-14 23:30:00;NORTE;3;0;3;1
2019-04-15 00:00:00;NORTE;1;0;1;1
2019-04-15 00:30:00;NORTE;2;0;2;1
2019-04-15 01:00:00;NORTE;2;0;2;1
2019-04-15 01:30:00;NORTE;1;0;1;1
2019-04-15 02:00:00;NORTE;4;0;4;1
2019-04-15 02:30:00;NORTE;4;0;4;1
2019-04-15 03:00:00;NORTE;4;0;4;1
2019-04-15 03:30:00;NORTE;6;0;6;1
2019-04-15 04:00:00;NORTE;7;0;7;1
2019-04-15 04:30:00;NORTE;10;0;10;1
2019-04-15 05:00:00;NORTE;19;0;19;1
2019-04-15 05:30:00;NORTE;38;0;38;1
2019-04-15 06:00:00;NORTE;17;0;17;1
2019-04-15 06:30:00;NORTE;28;0;28;1
2019-04-15 07:00:00;NORTE;31;0;31;1
2019-04-15 07:30:00;NORTE;31;0;31;1
2019-04-15 08:00:00;NORTE;29;0;29;1
2019-04-15 08:30:00;NORTE;28;0;28;1
2019-04-15 09:00:00;NORTE;21;0;21;1
2019-04-15 09:30:00;NORTE;34;0;34;1
2019-04-15 10:00:00;NORTE;36;0;36;1
2019-04-15 10:30:00;NORTE;28;0;28;1
2019-04-15 11:00:00;CONFLICTIVA;12;11;23;2
2019-04-15 11:30:00;SUR;0;29;29;1
2019-04-15 12:00:00;SUR;0;28;28;1
2019-04-15 12:30:00;SUR;0;34;34;1
2019-04-15 13:00:00;SUR;0;30;30;1
2019-04-15 13:30:00;SUR;0;25;25;1
2019-04-15 14:00:00;SUR;0;37;37;1
2019-04-15 14:30:00;SUR;0;35;35;1
2019-04-15 15:00:00;SUR;0;25;25;1
2019-04-15 15:30:00;SUR;0;22;22;1
2019-04-15 16:00:00;SUR;0;25;25;1
2019-04-15 16:30:00;SUR;0;26;26;1
2019-04-15 17:00:00;SUR;0;21;21;1
2019-04-15 17:30:00;SUR;0;21;21;1
2019-04-15 18:00:00;SUR;0;33;33;1
2019-04-15 18:30:00;CONFLICTIVA;18;8;26;2
2019-04-15 19:00:00;NORTE;32;0;32;1
2019-04-15 19:30:00;NORTE;28;0;28;1
2019-04-15 20:00:00;NORTE;24;0;24;1
2019-04-15 20:30:00;NORTE;22;0;22;1
2019-04-15 21:00:00;NORTE;11;0;11;1
2019-04-15 21:30:00;NORTE;14;0;14;1
2019-04-15 22:00:00;NORTE;15;0;15;1
2019-04-15 22:30:00;NORTE;5;0;5;1
2019-04-15 23:00:00;NORTE;2;0;2;1
2019-04-16 00:30:00;NORTE;1;0;1;1
2019-04-16 01:00:00;NORTE;2;0;2;1
2019-04-16 01:30:00;NORTE;1;0;1;1
2019-04-16 02:00:00;NORTE;4;0;4;1
2019-04-16 02:30:00;NORTE;4;0;4;1
2019-04-16 03:30:00;NORTE;7;0;7;1
2019-04-16 04:00:00;NORTE;8;0;8;1
2019-04-16 04:30:00;NORTE;9;0;9;1
2019-04-16 05:00:00;NORTE;18;0;18;1
2019-04-16 05:30:00;NORTE;36;0;36;1
2019-04-16 06:00:00;NORTE;20;0;20;1
2019-04-16 06:30:00;NORTE;26;0;26;1
2019-04-16 07:00:00;NORTE;31;0;31;1
2019-04-16 07:30:00;NORTE;27;0;27;1
2019-04-16 08:00:00;NORTE;28;0;28;1
2019-04-16 08:30:00;NORTE;28;0;28;1
2019-04-16 09:00:00;NORTE;29;0;29;1
2019-04-16 09:30:00;NORTE;30;0;30;1
2019-04-16 10:00:00;NORTE;37;0;37;1
2019-04-16 10:30:00;NORTE;31;0;31;1
2019-04-16 11:00:00;NORTE;31;0;31;1
2019-04-16 11:30:00;NORTE;27;0;27;1
2019-04-16 12:00:00;NORTE;18;0;18;1
2019-04-16 12:30:00;NORTE;31;0;31;1
2019-04-16 13:00:00;CONFLICTIVA;14;17;31;2
2019-04-16 13:30:00;SUR;0;31;31;1
2019-04-16 14:00:00;SUR;0;36;36;1
2019-04-16 14:30:00;SUR;0;29;29;1
2019-04-16 15:00:00;SUR;0;25;25;1
2019-04-16 15:30:00;SUR;0;22;22;1
2019-04-16 16:00:00;SUR;0;19;19;1
2019-04-16 16:30:00;SUR;0;20;20;1
2019-04-16 17:00:00;SUR;0;22;22;1
2019-04-16 17:30:00;SUR;0;31;31;1
2019-04-16 18:00:00;SUR;0;37;37;1
2019-04-16 18:30:00;SUR;0;30;30;1
2019-04-16 19:00:00;SUR;0;29;29;1
2019-04-16 19:30:00;NORTE;22;2;24;1
2019-04-16 20:00:00;NORTE;24;0;24;1
2019-04-16 20:30:00;NORTE;17;0;17;1
2019-04-16 21:00:00;NORTE;16;0;16;1
2019-04-16 21:30:00;NORTE;11;0;11;1
2019-04-16 22:00:00;NORTE;11;0;11;1
2019-04-16 22:30:00;CONFLICTIVA;4;3;7;2
2019-04-16 23:00:00;SUR;0;4;4;1
2019-04-16 23:30:00;SUR;0;2;2;1
2019-04-17 00:30:00;SUR;0;2;2;1
2019-04-17 01:00:00;SUR;0;3;3;1
2019-04-17 01:30:00;SUR;0;1;1;1
2019-04-17 02:00:00;SUR;0;1;1;1
2019-04-17 02:30:00;SUR;0;5;5;1
2019-04-17 03:00:00;SUR;0;3;3;1
2019-04-17 03:30:00;SUR;0;9;9;1
2019-04-17 04:00:00;SUR;0;13;13;1
2019-04-17 04:30:00;SUR;0;7;7;1
2019-04-17 05:00:00;SUR;0;21;21;1
2019-04-17 05:30:00;SUR;0;34;34;1
2019-04-17 06:00:00;SUR;0;20;20;1
2019-04-17 06:30:00;SUR;0;25;25;1
2019-04-17 07:00:00;SUR;0;31;31;1
2019-04-17 07:30:00;SUR;0;21;21;1
2019-04-17 08:00:00;SUR;0;34;34;1
2019-04-17 08:30:00;SUR;0;34;34;1
2019-04-17 09:00:00;SUR;0;19;19;1
2019-04-17 09:30:00;SUR;0;34;34;1
2019-04-17 10:00:00;SUR;0;41;41;1
2019-04-17 10:30:00;SUR;0;32;32;1
2019-04-17 11:00:00;SUR;0;27;27;1
2019-04-17 11:30:00;SUR;0;23;23;1
2019-04-17 12:00:00;SUR;0;9;9;1
2019-04-17 12:30:00;SUR;0;23;23;1
2019-04-17 13:00:00;SUR;0;36;36;1
2019-04-17 13:30:00;SUR;0;32;32;1
2019-04-17 14:00:00;SUR;0;40;40;1
2019-04-17 14:30:00;SUR;0;33;33;1
2019-04-17 15:00:00;SUR;0;25;25;1
2019-04-17 15:30:00;SUR;0;21;21;1
2019-04-17 16:00:00;SUR;0;20;20;1
2019-04-17 16:30:00;SUR;0;33;33;1
2019-04-17 17:00:00;SUR;0;23;23;1
2019-04-17 17:30:00;SUR;0;26;26;1
2019-04-17 18:00:00;SUR;0;35;35;1
2019-04-17 18:30:00;SUR;0;25;25;1
2019-04-17 19:00:00;SUR;0;32;32;1
2019-04-17 19:30:00;SUR;0;31;31;1
2019-04-17 20:00:00;SUR;0;31;31;1
2019-04-17 20:30:00;SUR;0;25;25;1
2019-04-17 21:00:00;CONFLICTIVA;8;4;12;2
2019-04-17 21:30:00;NORTE;23;0;23;1
2019-04-17 22:00:00;NORTE;10;1;11;1
2019-04-17 22:30:00;SUR;0;5;5;1
2019-04-17 23:00:00;SUR;0;2;2;1
2019-04-18 00:00:00;SUR;0;1;1;1
2019-04-18 00:30:00;SUR;0;2;2;1
2019-04-18 01:12:00;SUR;0;3;3;1
2019-04-18 01:30:00;SUR;0;1;1;1
2019-04-18 02:00:00;SUR;0;2;2;1
2019-04-18 02:30:00;CONFLICTIVA;1;2;3;2
2019-04-18 03:00:00;NORTE;3;0;3;1
2019-04-18 03:30:00;NORTE;10;0;10;1
2019-04-18 04:00:00;NORTE;8;0;8;1
2019-04-18 04:30:00;NORTE;2;0;2;1
2019-04-18 04:37:00;NORTE;8;0;8;1
2019-04-18 05:00:00;NORTE;15;0;15;1
2019-04-18 05:30:00;NORTE;36;0;36;1
2019-04-18 06:00:00;NORTE;17;0;17;1
2019-04-18 06:30:00;NORTE;29;0;29;1
2019-04-18 07:00:00;NORTE;30;0;30;1
2019-04-18 07:30:00;NORTE;31;0;31;1
2019-04-18 08:00:00;NORTE;34;0;34;1
2019-04-18 08:30:00;NORTE;29;0;29;1
2019-04-18 09:00:00;NORTE;26;0;26;1
2019-04-18 09:30:00;NORTE;35;0;35;1
2019-04-18 10:00:00;NORTE;28;0;28;1
2019-04-18 10:18:00;NORTE;13;0;13;1
2019-04-18 10:30:00;NORTE;25;0;25;1
2019-04-18 11:00:00;NORTE;32;0;32;1
2019-04-18 11:30:00;NORTE;25;0;25;1
2019-04-18 12:00:00;NORTE;27;0;27;1
2019-04-18 12:30:00;NORTE;28;0;28;1
2019-04-18 13:00:00;NORTE;41;0;41;1
2019-04-18 13:30:00;NORTE;30;0;30;1
2019-04-18 14:00:00;NORTE;37;0;37;1
2019-04-18 14:30:00;NORTE;38;0;38;1
2019-04-18 15:00:00;NORTE;24;0;24;1
2019-04-18 15:30:00;NORTE;18;0;18;1
2019-04-18 16:00:00;NORTE;20;0;20;1
2019-04-18 16:30:00;NORTE;23;0;23;1
2019-04-18 17:00:00;NORTE;22;0;22;1
2019-04-18 17:30:00;NORTE;28;0;28;1
2019-04-18 18:00:00;NORTE;25;0;25;1
2019-04-18 18:22:00;NORTE;4;0;4;1
2019-04-18 18:30:00;NORTE;35;0;35;1
2019-04-18 19:00:00;NORTE;28;0;28;1
2019-04-18 19:30:00;NORTE;35;0;35;1
2019-04-18 20:00:00;NORTE;29;0;29;1
2019-04-18 20:30:00;NORTE;18;0;18;1
2019-04-18 21:00:00;NORTE;14;0;14;1
2019-04-18 21:30:00;NORTE;17;0;17;1
2019-04-18 22:00:00;NORTE;5;0;5;1
2019-04-18 22:14:00;NORTE;6;0;6;1
2019-04-18 22:30:00;NORTE;5;0;5;1
2019-04-18 23:00:00;NORTE;3;0;3;1
2019-04-19 00:00:00;NORTE;1;0;1;1
2019-04-19 01:00:00;NORTE;2;0;2;1
2019-04-19 01:30:00;NORTE;1;0;1;1
2019-04-19 02:00:00;NORTE;4;0;4;1
2019-04-19 02:30:00;NORTE;2;0;2;1
2019-04-19 03:00:00;NORTE;3;0;3;1
2019-04-19 03:30:00;NORTE;8;0;8;1
2019-04-19 04:00:00;NORTE;10;0;10;1
2019-04-19 04:30:00;NORTE;9;0;9;1
2019-04-19 05:00:00;NORTE;15;0;15;1
2019-04-19 05:30:00;NORTE;32;0;32;1
2019-04-19 06:00:00;NORTE;17;0;17;1
2019-04-19 06:30:00;NORTE;25;0;25;1
2019-04-19 07:00:00;NORTE;39;0;39;1
2019-04-19 07:30:00;NORTE;27;0;27;1
2019-04-19 08:00:00;NORTE;32;0;32;1
2019-04-19 08:30:00;NORTE;32;0;32;1
2019-04-19 09:00:00;NORTE;20;0;20;1
2019-04-19 09:30:00;NORTE;31;0;31;1
2019-04-19 10:00:00;NORTE;32;0;32;1
2019-04-19 10:30:00;NORTE;32;0;32;1
2019-04-19 11:00:00;NORTE;27;0;27;1
2019-04-19 11:30:00;NORTE;32;0;32;1
2019-04-19 12:00:00;NORTE;28;0;28;1
2019-04-19 12:30:00;NORTE;22;0;22;1
2019-04-19 13:00:00;NORTE;36;0;36;1
2019-04-19 13:30:00;NORTE;31;0;31;1
2019-04-19 14:00:00;NORTE;38;0;38;1
2019-04-19 14:30:00;NORTE;25;0;25;1
2019-04-19 15:00:00;NORTE;26;0;26;1
2019-04-19 15:30:00;NORTE;25;0;25;1
2019-04-19 16:00:00;NORTE;5;0;5;1
2019-04-19 16:09:00;NORTE;15;0;15;1
2019-04-19 16:30:00;NORTE;33;0;33;1
2019-04-19 17:00:00;NORTE;31;0;31;1
2019-04-19 17:30:00;NORTE;21;0;21;1
2019-04-19 18:00:00;NORTE;40;0;40;1
2019-04-19 18:30:00;NORTE;29;0;29;1
2019-04-19 19:00:00;NORTE;26;0;26;1
2019-04-19 19:30:00;NORTE;26;0;26;1
