Day;Configuracion;NOperations;SOperations;TotalOperations;ConfigNorm
2018-01-01 02:30:00;NORTE;1;0;1;1
2018-01-01 03:00:00;NORTE;1;0;1;1
2018-01-01 03:30:00;NORTE;2;0;2;1
2018-01-01 04:00:00;NORTE;2;0;2;1
2018-01-01 04:30:00;NORTE;3;0;3;1
2018-01-01 05:00:00;NORTE;5;0;5;1
2018-01-01 05:30:00;NORTE;3;0;3;1
2018-01-01 06:00:00;NORTE;13;0;13;1
2018-01-01 06:30:00;NORTE;18;0;18;1
2018-01-01 07:00:00;NORTE;15;0;15;1
2018-01-01 07:30:00;NORTE;14;0;14;1
2018-01-01 08:00:00;NORTE;19;0;19;1
2018-01-01 08:30:00;NORTE;19;0;19;1
2018-01-01 09:00:00;NORTE;26;0;26;1
2018-01-01 09:30:00;NORTE;21;0;21;1
2018-01-01 10:00:00;NORTE;11;0;11;1
2018-01-01 10:30:00;NORTE;27;0;27;1
2018-01-01 11:00:00;NORTE;23;0;23;1
2018-01-01 11:30:00;SUR;0;26;26;1
2018-01-01 12:00:00;SUR;0;20;20;1
2018-01-01 12:30:00;SUR;0;17;17;1
2018-01-01 13:00:00;SUR;0;18;18;1
2018-01-01 13:30:00;SUR;0;22;22;1
2018-01-01 14:00:00;SUR;0;24;24;1
2018-01-01 14:30:00;SUR;0;25;25;1
2018-01-01 15:00:00;SUR;0;37;37;1
2018-01-01 15:30:00;SUR;0;15;15;1
2018-01-01 16:00:00;SUR;0;15;15;1
2018-01-01 16:30:00;SUR;0;18;18;1
2018-01-01 17:00:00;SUR;0;24;24;1
2018-01-01 17:30:00;SUR;0;30;30;1
2018-01-01 18:00:00;SUR;0;23;23;1
2018-01-01 18:30:00;SUR;0;29;29;1
2018-01-01 19:00:00;SUR;0;27;27;1
2018-01-01 19:30:00;SUR;0;19;19;1
2018-01-01 20:00:00;SUR;0;22;22;1
2018-01-01 20:30:00;SUR;0;23;23;1
2018-01-01 21:00:00;SUR;0;23;23;1
2018-01-01 21:30:00;SUR;0;18;18;1
2018-01-01 22:00:00;SUR;0;10;10;1
2018-01-01 22:30:00;SUR;0;9;9;1
2018-01-01 23:00:00;SUR;0;9;9;1
2018-01-01 23:30:00;SUR;0;4;4;1
2018-01-02 00:00:00;SUR;0;1;1;1
2018-01-02 00:30:00;SUR;0;2;2;1
2018-01-02 01:00:00;SUR;0;1;1;1
2018-01-02 01:30:00;SUR;0;1;1;1
2018-01-02 03:30:00;SUR;0;3;3;1
2018-01-02 04:00:00;SUR;0;4;4;1
2018-01-02 04:30:00;SUR;0;2;2;1
2018-01-02 05:00:00;CONFLICTIVA;7;1;8;2
2018-01-02 05:30:00;NORTE;12;0;12;1
2018-01-02 06:00:00;NORTE;12;0;12;1
2018-01-02 06:30:00;NORTE;37;0;37;1
2018-01-02 07:00:00;NORTE;20;0;20;1
2018-01-02 07:30:00;NORTE;17;0;17;1
2018-01-02 08:00:00;NORTE;28;0;28;1
2018-01-02 08:30:00;NORTE;23;0;23;1
2018-01-02 09:00:00;NORTE;33;0;33;1
2018-01-02 09:30:00;CONFLICTIVA;15;8;23;2
2018-01-02 10:00:00;SUR;0;21;21;1
2018-01-02 10:30:00;SUR;0;28;28;1
2018-01-02 11:00:00;SUR;0;25;25;1
2018-01-02 11:30:00;SUR;0;35;35;1
2018-01-02 12:00:00;SUR;0;28;28;1
2018-01-02 12:30:00;SUR;0;26;26;1
2018-01-02 13:00:00;SUR;0;28;28;1
2018-01-02 13:30:00;SUR;0;22;22;1
2018-01-02 14:00:00;SUR;0;28;28;1
2018-01-02 14:30:00;SUR;0;32;32;1
2018-01-02 15:00:00;SUR;0;31;31;1
2018-01-02 15:30:00;SUR;0;33;33;1
2018-01-02 16:00:00;SUR;0;18;18;1
2018-01-02 16:30:00;SUR;0;17;17;1
2018-01-02 17:00:00;CONFLICTIVA;5;12;17;2
2018-01-02 17:30:00;NORTE;28;0;28;1
2018-01-02 18:00:00;NORTE;24;0;24;1
2018-01-02 18:30:00;NORTE;25;0;25;1
2018-01-02 19:00:00;NORTE;29;0;29;1
2018-01-02 19:30:00;NORTE;34;0;34;1
2018-01-02 20:00:00;NORTE;21;0;21;1
2018-01-02 20:30:00;NORTE;19;0;19;1
2018-01-02 21:00:00;NORTE;29;0;29;1
2018-01-02 21:30:00;NORTE;21;0;21;1
2018-01-02 22:00:00;NORTE;8;0;8;1
2018-01-02 22:30:00;NORTE;10;0;10;1
2018-01-02 23:00:00;NORTE;10;0;10;1
2018-01-02 23:30:00;NORTE;4;0;4;1
2018-01-03 00:00:00;NORTE;1;0;1;1
2018-01-03 00:30:00;NORTE;3;0;3;1
2018-01-03 02:30:00;NORTE;2;0;2;1
2018-01-03 03:00:00;NORTE;3;0;3;1
2018-01-03 03:30:00;NORTE;1;0;1;1
2018-01-03 04:00:00;NORTE;5;0;5;1
2018-01-03 04:30:00;NORTE;4;0;4;1
2018-01-03 05:00:00;NORTE;7;0;7;1
2018-01-03 05:20:00;NORTE;4;0;4;1
2018-01-03 05:30:00;NORTE;9;0;9;1
2018-01-03 06:00:00;NORTE;9;0;9;1
2018-01-03 06:30:00;NORTE;23;0;23;1
2018-01-03 07:00:00;NORTE;19;0;19;1
2018-01-03 07:30:00;NORTE;11;0;11;1
2018-01-03 07:45:00;NORTE;12;0;12;1
2018-01-03 08:00:00;NORTE;26;0;26;1
2018-01-03 08:30:00;NORTE;16;0;16;1
2018-01-03 08:48:00;NORTE;8;0;8;1
2018-01-03 09:00:00;NORTE;16;0;16;1
2018-01-03 09:22:00;NORTE;7;0;7;1
2018-01-03 09:30:00;NORTE;30;0;30;1
2018-01-03 10:00:00;NORTE;28;0;28;1
2018-01-03 10:30:00;NORTE;27;0;27;1
2018-01-03 11:00:00;NORTE;29;0;29;1
2018-01-03 11:30:00;NORTE;29;0;29;1
2018-01-03 12:00:00;NORTE;31;0;31;1
2018-01-03 12:30:00;NORTE;17;0;17;1
2018-01-03 13:00:00;SUR;0;20;20;1
2018-01-03 13:30:00;SUR;0;30;30;1
2018-01-03 14:00:00;SUR;0;25;25;1
2018-01-03 14:30:00;SUR;0;34;34;1
2018-01-03 15:00:00;SUR;0;31;31;1
2018-01-03 15:30:00;SUR;0;29;29;1
2018-01-03 16:00:00;SUR;0;27;27;1
2018-01-03 16:30:00;SUR;0;18;18;1
2018-01-03 17:00:00;SUR;0;15;15;1
2018-01-03 17:30:00;SUR;0;20;20;1
2018-01-03 18:00:00;SUR;0;23;23;1
2018-01-03 18:30:00;SUR;0;27;27;1
2018-01-03 19:00:00;SUR;0;32;32;1
2018-01-03 19:30:00;SUR;0;25;25;1
2018-01-03 20:00:00;SUR;0;29;29;1
2018-01-03 20:30:00;SUR;0;22;22;1
2018-01-03 21:00:00;SUR;0;35;35;1
2018-01-03 21:30:00;SUR;0;18;18;1
2018-01-03 22:00:00;SUR;0;12;12;1
2018-01-03 22:30:00;CONFLICTIVA;2;3;5;2
2018-01-03 23:00:00;NORTE;11;0;11;1
2018-01-03 23:30:00;NORTE;6;0;6;1
2018-01-04 00:00:00;NORTE;1;0;1;1
2018-01-04 00:42:00;NORTE;1;0;1;1
2018-01-04 01:30:00;NORTE;1;0;1;1
2018-01-04 03:00:00;NORTE;4;0;4;1
2018-01-04 03:30:00;NORTE;3;0;3;1
2018-01-04 04:00:00;NORTE;4;0;4;1
2018-01-04 04:30:00;NORTE;4;0;4;1
2018-01-04 05:00:00;NORTE;10;0;10;1
2018-01-04 05:30:00;NORTE;5;0;5;1
2018-01-04 05:50:00;NORTE;4;0;4;1
2018-01-04 06:00:00;NORTE;12;0;12;1
2018-01-04 06:30:00;NORTE;36;0;36;1
2018-01-04 07:00:00;NORTE;14;0;14;1
2018-01-04 07:30:00;NORTE;17;0;17;1
2018-01-04 08:00:00;NORTE;29;0;29;1
2018-01-04 08:30:00;NORTE;20;0;20;1
2018-01-04 09:00:00;NORTE;22;0;22;1
2018-01-04 09:30:00;NORTE;30;0;30;1
2018-01-04 10:00:00;NORTE;21;0;21;1
2018-01-04 10:30:00;SUR;0;28;28;1
2018-01-04 11:00:00;SUR;0;35;35;1
2018-01-04 11:30:00;SUR;0;23;23;1
2018-01-04 12:00:00;SUR;0;29;29;1
2018-01-04 12:30:00;SUR;0;25;25;1
2018-01-04 13:00:00;SUR;0;23;23;1
2018-01-04 13:30:00;SUR;0;24;24;1
2018-01-04 14:00:00;SUR;0;28;28;1
2018-01-04 14:30:00;SUR;0;30;30;1
2018-01-04 15:00:00;SUR;0;30;30;1
2018-01-04 15:30:00;SUR;0;26;26;1
2018-01-04 16:00:00;SUR;0;10;10;1
2018-01-04 16:30:00;SUR;0;22;22;1
2018-01-04 17:00:00;SUR;0;19;19;1
2018-01-04 17:30:00;SUR;0;23;23;1
2018-01-04 18:00:00;SUR;0;31;31;1
2018-01-04 18:30:00;SUR;0;22;22;1
2018-01-04 19:00:00;SUR;0;31;31;1
2018-01-04 19:30:00;SUR;0;31;31;1
2018-01-04 20:00:00;SUR;0;18;18;1
2018-01-04 20:30:00;SUR;0;26;26;1
2018-01-04 21:00:00;SUR;0;28;28;1
2018-01-04 21:30:00;SUR;0;16;16;1
2018-01-04 22:00:00;SUR;0;13;13;1
2018-01-04 22:30:00;SUR;0;12;12;1
2018-01-04 23:00:00;SUR;0;11;11;1
2018-01-04 23:30:00;SUR;0;5;5;1
2018-01-05 00:00:00;SUR;0;1;1;1
2018-01-05 01:00:00;SUR;0;1;1;1
2018-01-05 01:30:00;SUR;0;1;1;1
2018-01-05 02:00:00;SUR;0;1;1;1
2018-01-05 02:30:00;SUR;0;1;1;1
2018-01-05 03:00:00;SUR;0;6;6;1
2018-01-05 03:30:00;SUR;0;1;1;1
2018-01-05 04:00:00;SUR;0;3;3;1
2018-01-05 04:30:00;SUR;0;5;5;1
2018-01-05 05:00:00;SUR;0;6;6;1
2018-01-05 05:30:00;SUR;0;10;10;1
2018-01-05 06:00:00;SUR;0;17;17;1
2018-01-05 06:30:00;SUR;0;28;28;1
2018-01-05 07:00:00;SUR;0;14;14;1
2018-01-05 07:30:00;SUR;0;19;19;1
2018-01-05 08:00:00;SUR;0;29;29;1
2018-01-05 08:30:00;SUR;0;23;23;1
2018-01-05 09:00:00;SUR;0;29;29;1
2018-01-05 09:30:00;SUR;0;27;27;1
2018-01-05 10:00:00;SUR;0;27;27;1
2018-01-05 10:30:00;SUR;0;25;25;1
2018-01-05 11:00:00;SUR;0;36;36;1
2018-01-05 11:30:00;SUR;0;26;26;1
2018-01-05 12:00:00;SUR;0;21;21;1
2018-01-05 12:30:00;SUR;0;23;23;1
2018-01-05 13:00:00;SUR;0;29;29;1
2018-01-05 13:30:00;SUR;0;30;30;1
2018-01-05 14:00:00;SUR;0;27;27;1
2018-01-05 14:30:00;SUR;0;29;29;1
2018-01-05 15:00:00;SUR;0;34;34;1
2018-01-05 15:30:00;SUR;0;29;29;1
2018-01-05 16:00:00;SUR;0;18;18;1
2018-01-05 16:30:00;SUR;0;17;17;1
2018-01-05 17:00:00;SUR;0;19;19;1
2018-01-05 17:30:00;SUR;0;22;22;1
2018-01-05 18:00:00;SUR;0;21;21;1
2018-01-05 18:30:00;SUR;0;28;28;1
2018-01-05 19:00:00;SUR;0;33;33;1
2018-01-05 19:30:00;SUR;0;20;20;1
2018-01-05 20:00:00;SUR;0;33;33;1
2018-01-05 20:30:00;SUR;0;26;26;1
2018-01-05 21:00:00;SUR;0;22;22;1
2018-01-05 21:30:00;SUR;0;22;22;1
2018-01-05 22:00:00;SUR;0;9;9;1
2018-01-05 22:30:00;CONFLICTIVA;2;5;7;2
2018-01-05 23:00:00;NORTE;11;0;11;1
2018-01-05 23:30:00;NORTE;4;0;4;1
2018-01-06 00:00:00;NORTE;2;0;2;1
2018-01-06 00:30:00;NORTE;1;0;1;1
2018-01-06 01:00:00;NORTE;1;0;1;1
2018-01-06 01:30:00;NORTE;1;0;1;1
2018-01-06 02:00:00;NORTE;1;0;1;1
2018-01-06 02:30:00;NORTE;1;0;1;1
2018-01-06 03:00:00;NORTE;3;0;3;1
2018-01-06 03:30:00;NORTE;2;0;2;1
2018-01-06 04:00:00;NORTE;2;0;2;1
2018-01-06 04:30:00;NORTE;1;0;1;1
2018-01-06 05:00:00;NORTE;8;0;8;1
2018-01-06 05:30:00;NORTE;11;0;11;1
2018-01-06 06:00:00;NORTE;15;0;15;1
2018-01-06 06:30:00;NORTE;23;0;23;1
2018-01-06 07:00:00;NORTE;12;0;12;1
2018-01-06 07:30:00;NORTE;15;0;15;1
2018-01-06 08:00:00;NORTE;29;0;29;1
2018-01-06 08:30:00;NORTE;20;0;20;1
2018-01-06 09:00:00;NORTE;34;0;34;1
2018-01-06 09:30:00;NORTE;25;0;25;1
2018-01-06 10:00:00;NORTE;20;0;20;1
2018-01-06 10:30:00;NORTE;30;0;30;1
2018-01-06 11:00:00;NORTE;32;0;32;1
2018-01-06 11:30:00;NORTE;27;0;27;1
2018-01-06 12:00:00;NORTE;21;0;21;1
2018-01-06 12:30:00;NORTE;26;0;26;1
2018-01-06 13:00:00;NORTE;24;0;24;1
2018-01-06 13:30:00;NORTE;25;0;25;1
2018-01-06 14:00:00;NORTE;26;0;26;1
2018-01-06 14:30:00;NORTE;24;0;24;1
2018-01-06 15:00:00;NORTE;30;0;30;1
2018-01-06 15:30:00;NORTE;27;0;27;1
2018-01-06 16:00:00;NORTE;15;0;15;1
2018-01-06 16:30:00;NORTE;16;0;16;1
2018-01-06 17:00:00;NORTE;21;0;21;1
2018-01-06 17:30:00;NORTE;22;0;22;1
2018-01-06 18:00:00;NORTE;19;0;19;1
2018-01-06 18:30:00;NORTE;18;0;18;1
2018-01-06 19:00:00;NORTE;25;0;25;1
2018-01-06 19:30:00;NORTE;17;0;17;1
2018-01-06 20:00:00;NORTE;17;0;17;1
2018-01-06 20:30:00;NORTE;17;0;17;1
2018-01-06 21:00:00;NORTE;23;0;23;1
2018-01-06 21:30:00;NORTE;19;0;19;1
2018-01-06 22:00:00;NORTE;11;0;11;1
2018-01-06 22:30:00;NORTE;7;0;7;1
2018-01-06 23:00:00;NORTE;9;0;9;1
2018-01-06 23:30:00;NORTE;2;0;2;1
2018-01-07 00:00:00;NORTE;2;0;2;1
2018-01-07 00:30:00;NORTE;2;0;2;1
2018-01-07 01:30:00;NORTE;1;0;1;1
2018-01-07 02:00:00;NORTE;1;0;1;1
2018-01-07 03:00:00;NORTE;1;0;1;1
2018-01-07 03:30:00;NORTE;3;0;3;1
2018-01-07 04:00:00;NORTE;4;0;4;1
2018-01-07 04:30:00;NORTE;1;0;1;1
2018-01-07 05:00:00;NORTE;6;0;6;1
2018-01-07 05:30:00;NORTE;10;0;10;1
2018-01-07 06:00:00;NORTE;15;0;15;1
2018-01-07 06:30:00;NORTE;19;0;19;1
2018-01-07 07:00:00;NORTE;13;0;13;1
2018-01-07 07:30:00;NORTE;22;0;22;1
2018-01-07 08:00:00;NORTE;25;0;25;1
2018-01-07 08:30:00;NORTE;19;0;19;1
2018-01-07 09:00:00;NORTE;35;0;35;1
2018-01-07 09:30:00;NORTE;26;0;26;1
2018-01-07 10:00:00;NORTE;19;0;19;1
2018-01-07 10:30:00;NORTE;32;0;32;1
2018-01-07 11:00:00;NORTE;34;0;34;1
2018-01-07 11:30:00;NORTE;24;0;24;1
2018-01-07 12:00:00;NORTE;23;0;23;1
2018-01-07 12:30:00;NORTE;25;0;25;1
2018-01-07 13:00:00;NORTE;28;0;28;1
2018-01-07 13:30:00;NORTE;29;0;29;1
2018-01-07 14:00:00;NORTE;20;0;20;1
2018-01-07 14:30:00;NORTE;18;0;18;1
2018-01-07 15:00:00;NORTE;43;0;43;1
2018-01-07 15:30:00;NORTE;38;0;38;1
2018-01-07 16:00:00;NORTE;25;0;25;1
2018-01-07 16:30:00;NORTE;21;0;21;1
2018-01-07 17:00:00;NORTE;18;0;18;1
2018-01-07 17:30:00;NORTE;26;0;26;1
2018-01-07 18:00:00;NORTE;22;0;22;1
2018-01-07 18:30:00;NORTE;28;0;28;1
2018-01-07 19:00:00;NORTE;34;0;34;1
2018-01-07 19:30:00;NORTE;33;0;33;1
2018-01-07 20:00:00;NORTE;29;0;29;1
2018-01-07 20:30:00;NORTE;30;0;30;1
2018-01-07 21:00:00;NORTE;33;0;33;1
2018-01-07 21:30:00;NORTE;17;0;17;1
2018-01-07 22:00:00;NORTE;16;0;16;1
2018-01-07 22:30:00;NORTE;13;0;13;1
2018-01-07 23:00:00;NORTE;6;0;6;1
2018-01-07 23:30:00;NORTE;10;0;10;1
2018-01-08 00:00:00;NORTE;2;0;2;1
2018-01-08 00:30:00;NORTE;4;0;4;1
2018-01-08 01:30:00;NORTE;1;0;1;1
2018-01-08 03:00:00;NORTE;2;0;2;1
2018-01-08 03:30:00;NORTE;3;0;3;1
2018-01-08 04:00:00;NORTE;4;0;4;1
2018-01-08 04:30:00;NORTE;2;0;2;1
2018-01-08 05:00:00;NORTE;3;0;3;1
2018-01-08 05:30:00;NORTE;11;0;11;1
2018-01-08 06:00:00;NORTE;9;0;9;1
2018-01-08 06:30:00;NORTE;31;0;31;1
2018-01-08 07:00:00;NORTE;22;0;22;1
2018-01-08 07:30:00;NORTE;29;0;29;1
2018-01-08 08:00:00;NORTE;36;0;36;1
2018-01-08 08:30:00;NORTE;32;0;32;1
2018-01-08 09:00:00;NORTE;31;0;31;1
2018-01-08 09:30:00;NORTE;26;0;26;1
2018-01-08 10:00:00;NORTE;24;0;24;1
2018-01-08 10:30:00;NORTE;30;0;30;1
2018-01-08 11:00:00;NORTE;35;0;35;1
2018-01-08 11:30:00;NORTE;28;0;28;1
2018-01-08 12:00:00;NORTE;18;0;18;1
2018-01-08 12:30:00;NORTE;27;0;27;1
2018-01-08 13:00:00;NORTE;23;0;23;1
2018-01-08 13:30:00;NORTE;23;0;23;1
2018-01-08 14:00:00;NORTE;33;0;33;1
2018-01-08 14:30:00;NORTE;24;0;24;1
2018-01-08 15:00:00;NORTE;37;0;37;1
2018-01-08 15:30:00;NORTE;23;0;23;1
2018-01-08 16:00:00;NORTE;21;0;21;1
2018-01-08 16:30:00;NORTE;20;0;20;1
2018-01-08 17:00:00;NORTE;22;0;22;1
2018-01-08 17:30:00;NORTE;30;0;30;1
2018-01-08 18:00:00;NORTE;18;0;18;1
2018-01-08 18:30:00;NORTE;27;0;27;1
2018-01-08 19:00:00;NORTE;27;0;27;1
2018-01-08 19:30:00;NORTE;31;0;31;1
2018-01-08 20:00:00;NORTE;25;0;25;1
2018-01-08 20:30:00;NORTE;28;0;28;1
2018-01-08 21:00:00;NORTE;28;0;28;1
2018-01-08 21:30:00;NORTE;15;0;15;1
2018-01-08 22:00:00;NORTE;14;0;14;1
2018-01-08 22:30:00;NORTE;6;0;6;1
2018-01-08 23:00:00;NORTE;12;0;12;1
2018-01-08 23:30:00;NORTE;6;0;6;1
2018-01-09 00:30:00;NORTE;1;0;1;1
2018-01-09 01:30:00;NORTE;1;0;1;1
2018-01-09 02:30:00;NORTE;1;0;1;1
2018-01-09 03:00:00;NORTE;3;0;3;1
2018-01-09 03:30:00;NORTE;3;0;3;1
2018-01-09 04:00:00;NORTE;4;0;4;1
2018-01-09 04:30:00;NORTE;3;0;3;1
2018-01-09 05:00:00;NORTE;8;0;8;1
2018-01-09 05:30:00;NORTE;4;0;4;1
2018-01-09 05:38:00;NORTE;4;0;4;1
2018-01-09 06:00:00;NORTE;17;0;17;1
2018-01-09 06:30:00;NORTE;26;0;26;1
2018-01-09 07:00:00;NORTE;17;0;17;1
2018-01-09 07:30:00;NORTE;28;0;28;1
2018-01-09 08:00:00;NORTE;20;0;20;1
2018-01-09 08:30:00;NORTE;15;0;15;1
2018-01-09 09:00:00;NORTE;34;0;34;1
2018-01-09 09:30:00;NORTE;24;0;24;1
2018-01-09 10:00:00;NORTE;21;0;21;1
2018-01-09 10:30:00;NORTE;33;0;33;1
2018-01-09 11:00:00;NORTE;35;0;35;1
2018-01-09 11:30:00;NORTE;22;0;22;1
2018-01-09 12:00:00;NORTE;26;0;26;1
2018-01-09 12:30:00;NORTE;25;0;25;1
2018-01-09 13:00:00;NORTE;24;0;24;1
2018-01-09 13:30:00;NORTE;30;0;30;1
2018-01-09 14:00:00;NORTE;20;0;20;1
2018-01-09 14:30:00;NORTE;26;0;26;1
2018-01-09 15:00:00;NORTE;36;0;36;1
2018-01-09 15:30:00;NORTE;18;0;18;1
2018-01-09 16:00:00;NORTE;20;0;20;1
2018-01-09 16:30:00;NORTE;20;0;20;1
2018-01-09 17:00:00;NORTE;5;0;5;1
2018-01-09 17:16:00;NORTE;13;0;13;1
2018-01-09 17:30:00;NORTE;28;0;28;1
2018-01-09 18:00:00;NORTE;21;0;21;1
2018-01-09 18:30:00;NORTE;20;0;20;1
2018-01-09 19:00:00;NORTE;21;0;21;1
2018-01-09 19:18:00;NORTE;12;0;12;1
2018-01-09 19:30:00;NORTE;26;0;26;1
2018-01-09 20:00:00;NORTE;16;0;16;1
2018-01-09 20:30:00;NORTE;20;0;20;1
2018-01-09 21:00:00;NORTE;26;0;26;1
2018-01-09 21:30:00;NORTE;13;0;13;1
2018-01-09 22:00:00;NORTE;12;0;12;1
2018-01-09 22:30:00;NORTE;7;0;7;1
2018-01-09 23:00:00;NORTE;7;0;7;1
2018-01-09 23:30:00;NORTE;5;0;5;1
2018-01-10 00:00:00;NORTE;1;0;1;1
2018-01-10 00:30:00;NORTE;1;0;1;1
2018-01-10 01:00:00;NORTE;2;0;2;1
2018-01-10 01:30:00;NORTE;1;0;1;1
2018-01-10 03:00:00;NORTE;4;0;4;1
2018-01-10 03:30:00;NORTE;3;0;3;1
2018-01-10 04:00:00;NORTE;2;0;2;1
2018-01-10 04:30:00;NORTE;5;0;5;1
2018-01-10 05:00:00;NORTE;8;0;8;1
2018-01-10 05:30:00;NORTE;9;0;9;1
2018-01-10 06:00:00;NORTE;14;0;14;1
2018-01-10 06:30:00;NORTE;42;0;42;1
2018-01-10 07:00:00;NORTE;11;0;11;1
2018-01-10 07:30:00;NORTE;19;0;19;1
2018-01-10 08:00:00;NORTE;33;0;33;1
2018-01-10 08:30:00;NORTE;17;0;17;1
2018-01-10 09:00:00;NORTE;27;0;27;1
2018-01-10 09:30:00;CONFLICTIVA;2;18;20;2
2018-01-10 10:00:00;SUR;0;29;29;1
2018-01-10 10:30:00;SUR;0;33;33;1
2018-01-10 11:00:00;SUR;0;30;30;1
2018-01-10 11:30:00;SUR;0;28;28;1
2018-01-10 12:00:00;SUR;0;26;26;1
2018-01-10 12:30:00;SUR;0;24;24;1
2018-01-10 13:00:00;SUR;0;19;19;1
2018-01-10 13:30:00;SUR;0;21;21;1
2018-01-10 14:00:00;SUR;0;28;28;1
2018-01-10 14:30:00;SUR;0;22;22;1
2018-01-10 15:00:00;SUR;0;29;29;1
2018-01-10 15:30:00;SUR;0;31;31;1
2018-01-10 16:00:00;SUR;0;24;24;1
2018-01-10 16:30:00;SUR;0;19;19;1
2018-01-10 17:00:00;SUR;0;16;16;1
2018-01-10 17:30:00;SUR;0;26;26;1
2018-01-10 18:00:00;SUR;0;29;29;1
2018-01-10 18:30:00;CONFLICTIVA;7;11;18;2
2018-01-10 19:00:00;NORTE;32;0;32;1
2018-01-10 19:30:00;NORTE;26;0;26;1
2018-01-10 20:00:00;NORTE;19;0;19;1
2018-01-10 20:30:00;NORTE;22;0;22;1
2018-01-10 21:00:00;NORTE;25;0;25;1
2018-01-10 21:30:00;NORTE;18;0;18;1
2018-01-10 22:00:00;NORTE;17;0;17;1
2018-01-10 22:30:00;NORTE;5;0;5;1
2018-01-10 23:00:00;NORTE;11;0;11;1
2018-01-10 23:30:00;NORTE;4;0;4;1
2018-01-11 00:00:00;NORTE;2;0;2;1
2018-01-11 01:00:00;NORTE;1;0;1;1
2018-01-11 01:30:00;NORTE;1;0;1;1
2018-01-11 03:00:00;NORTE;3;0;3;1
2018-01-11 03:30:00;NORTE;4;0;4;1
2018-01-11 04:00:00;NORTE;3;0;3;1
2018-01-11 04:30:00;NORTE;3;0;3;1
2018-01-11 05:00:00;NORTE;4;0;4;1
2018-01-11 05:30:00;NORTE;17;0;17;1
2018-01-11 06:00:00;NORTE;11;0;11;1
2018-01-11 06:30:00;NORTE;34;0;34;1
2018-01-11 07:00:00;NORTE;17;0;17;1
2018-01-11 07:30:00;NORTE;20;0;20;1
2018-01-11 08:00:00;NORTE;27;0;27;1
2018-01-11 08:30:00;NORTE;22;0;22;1
2018-01-11 09:00:00;NORTE;34;0;34;1
2018-01-11 09:30:00;NORTE;27;0;27;1
2018-01-11 10:00:00;NORTE;17;0;17;1
2018-01-11 10:30:00;NORTE;28;0;28;1
2018-01-11 11:00:00;NORTE;30;0;30;1
2018-01-11 11:30:00;NORTE;20;0;20;1
2018-01-11 12:00:00;NORTE;25;1;26;1
2018-01-11 12:30:00;NORTE;24;0;24;1
2018-01-11 13:00:00;NORTE;21;0;21;1
2018-01-11 13:30:00;NORTE;28;0;28;1
2018-01-11 14:00:00;NORTE;24;0;24;1
2018-01-11 14:30:00;NORTE;24;0;24;1
2018-01-11 15:00:00;NORTE;31;0;31;1
2018-01-11 15:30:00;NORTE;24;0;24;1
2018-01-11 16:00:00;NORTE;23;0;23;1
2018-01-11 16:30:00;NORTE;20;0;20;1
2018-01-11 17:00:00;NORTE;20;0;20;1
2018-01-11 17:30:00;NORTE;26;0;26;1
2018-01-11 18:00:00;NORTE;27;0;27;1
2018-01-11 18:30:00;NORTE;27;0;27;1
2018-01-11 19:00:00;NORTE;31;0;31;1
2018-01-11 19:30:00;NORTE;25;0;25;1
2018-01-11 20:00:00;NORTE;23;0;23;1
2018-01-11 20:30:00;NORTE;20;0;20;1
2018-01-11 21:00:00;NORTE;31;0;31;1
2018-01-11 21:30:00;NORTE;15;0;15;1
2018-01-11 22:00:00;NORTE;14;0;14;1
2018-01-11 22:30:00;NORTE;2;0;2;1
2018-01-11 23:00:00;NORTE;9;0;9;1
2018-01-11 23:30:00;NORTE;2;0;2;1
2018-01-12 00:00:00;NORTE;3;0;3;1
2018-01-12 01:00:00;NORTE;1;0;1;1
2018-01-12 01:30:00;NORTE;1;0;1;1
2018-01-12 02:00:00;NORTE;2;0;2;1
2018-01-12 03:00:00;NORTE;3;0;3;1
2018-01-12 03:30:00;NORTE;4;0;4;1
2018-01-12 04:00:00;NORTE;4;0;4;1
2018-01-12 04:30:00;NORTE;3;0;3;1
2018-01-12 05:00:00;NORTE;7;0;7;1
2018-01-12 05:30:00;NORTE;12;0;12;1
2018-01-12 06:00:00;NORTE;15;0;15;1
2018-01-12 06:30:00;NORTE;31;0;31;1
2018-01-12 07:00:00;NORTE;20;0;20;1
2018-01-12 07:30:00;NORTE;23;0;23;1
2018-01-12 08:00:00;NORTE;31;0;31;1
2018-01-12 08:30:00;NORTE;20;0;20;1
2018-01-12 09:00:00;NORTE;35;0;35;1
2018-01-12 09:30:00;NORTE;26;0;26;1
2018-01-12 10:00:00;NORTE;20;0;20;1
2018-01-12 10:30:00;NORTE;33;0;33;1
2018-01-12 11:00:00;NORTE;36;0;36;1
2018-01-12 11:30:00;NORTE;23;0;23;1
2018-01-12 12:00:00;NORTE;30;0;30;1
2018-01-12 12:30:00;NORTE;22;0;22;1
2018-01-12 13:00:00;NORTE;25;0;25;1
2018-01-12 13:30:00;NORTE;27;0;27;1
2018-01-12 14:00:00;NORTE;27;0;27;1
2018-01-12 14:30:00;NORTE;31;0;31;1
2018-01-12 15:00:00;NORTE;35;0;35;1
2018-01-12 15:30:00;NORTE;32;0;32;1
2018-01-12 16:00:00;NORTE;22;0;22;1
2018-01-12 16:30:00;NORTE;15;0;15;1
2018-01-12 17:00:00;NORTE;29;0;29;1
